"","Year","Grazing_Treatment","Block","Plot","Sample","Order","Family"
"4397",2022,"HG","2",28,"30","Hemiptera","Lygaeidae"
"4398",2022,"HG","2",28,"31","Hemiptera","Lygaeidae"
"4399",2022,"HG","2",28,"32","Hemiptera","Lygaeidae"
"4400",2022,"HG","2",28,"33","Hemiptera","Lygaeidae"
"4401",2022,"HG","2",28,"34","Hemiptera","Lygaeidae"
"4402",2022,"HG","2",28,"35","Hemiptera","Lygaeidae"
"4403",2022,"HG","2",28,"36","Hemiptera","Lygaeidae"
"4404",2022,"HG","2",28,"37","Hemiptera","Lygaeidae"
"4405",2022,"HG","2",28,"38","Hemiptera","Lygaeidae"
"4406",2022,"HG","2",28,"39","Hemiptera","Lygaeidae"
"4407",2022,"HG","2",28,"40","Hemiptera","Lygaeidae"
"4408",2022,"HG","2",28,"41","Hemiptera","Lygaeidae"
"4409",2022,"HG","2",28,"42","Hemiptera","Lygaeidae"
"4410",2022,"HG","2",28,"43","Hemiptera","Lygaeidae"
"4411",2022,"HG","2",28,"44","Hemiptera","Lygaeidae"
"4412",2022,"HG","2",28,"45","Hemiptera","Lygaeidae"
"4413",2022,"HG","2",28,"46","Hemiptera","Lygaeidae"
"4414",2022,"HG","2",28,"47","Hemiptera","Lygaeidae"
"4415",2022,"HG","2",28,"48","Hemiptera","Lygaeidae"
"4416",2022,"HG","2",28,"49","Hemiptera","Lygaeidae"
"4417",2022,"HG","2",28,"50","Hemiptera","Lygaeidae"
"4418",2022,"HG","2",28,"51","Hemiptera","Lygaeidae"
"4419",2022,"HG","2",28,"52","Hemiptera","Lygaeidae"
"4420",2022,"HG","2",28,"53","Hemiptera","Lygaeidae"
"4421",2022,"HG","2",28,"54","Coleoptera","Coccinelliadae"
"4422",2022,"HG","2",28,"55","Diptera","Chloropidae"
"4423",2022,"HG","2",29,"1","Orthoptera","Acrididae"
"4424",2022,"HG","2",29,"2","Orthoptera","Acrididae"
"4425",2022,"HG","2",29,"3","Orthoptera","Acrididae"
"4426",2022,"HG","2",29,"4","Orthoptera","Acrididae"
"4427",2022,"HG","2",29,"5","Orthoptera","Acrididae"
"4428",2022,"HG","2",29,"6","Hymenoptera","Formicidae"
"4429",2022,"HG","2",29,"7","Araneae","Thomisidae"
"4430",2022,"HG","2",29,"8","Coleoptera","Coccinelliadae"
"4431",2022,"HG","2",29,"9","Hemiptera","Cicadellidae"
"4432",2022,"HG","2",29,"10","Hemiptera","Cicadellidae"
"4433",2022,"HG","2",29,"11","Hemiptera","Cicadellidae"
"4434",2022,"HG","2",29,"12","Hemiptera","Cicadellidae"
"4435",2022,"HG","2",29,"13","Hemiptera","Lygaeidae"
"4436",2022,"HG","2",29,"14","Hemiptera","Lygaeidae"
"4437",2022,"HG","2",29,"15","Hemiptera","Lygaeidae"
"4438",2022,"HG","2",29,"16","Hemiptera","Lygaeidae"
"4439",2022,"HG","2",29,"17","Hemiptera","Lygaeidae"
"4440",2022,"HG","2",29,"18","Hemiptera","Lygaeidae"
"4441",2022,"HG","2",29,"19","Hemiptera","Lygaeidae"
"4442",2022,"HG","2",29,"20","Hemiptera","Lygaeidae"
"4443",2022,"HG","2",29,"21","Hemiptera","Lygaeidae"
"4444",2022,"HG","2",29,"22","Hemiptera","Lygaeidae"
"4445",2022,"HG","2",29,"23","Hemiptera","Lygaeidae"
"4446",2022,"HG","2",29,"24","Hemiptera","Lygaeidae"
"4447",2022,"HG","2",29,"25","Hemiptera","Lygaeidae"
"4448",2022,"HG","2",29,"26","Hemiptera","Lygaeidae"
"4449",2022,"HG","2",29,"27","Hemiptera","Lygaeidae"
"4450",2022,"HG","2",29,"28","Hemiptera","Lygaeidae"
"4451",2022,"HG","2",29,"29","Hemiptera","Lygaeidae"
"4452",2022,"HG","2",29,"30","Hemiptera","Lygaeidae"
"4453",2022,"HG","2",29,"31","Hemiptera","Lygaeidae"
"4454",2022,"HG","2",29,"32","Hemiptera","Lygaeidae"
"4455",2022,"HG","2",29,"33","Hemiptera","Lygaeidae"
"4456",2022,"HG","2",29,"34","Hemiptera","Lygaeidae"
"4457",2022,"HG","2",29,"35","Hemiptera","Lygaeidae"
"4458",2022,"HG","2",29,"36","Hemiptera","Lygaeidae"
"4459",2022,"HG","2",29,"37","Hemiptera","Lygaeidae"
"4460",2022,"HG","2",29,"38","Hemiptera","Lygaeidae"
"4461",2022,"HG","2",29,"39","Hemiptera","Lygaeidae"
"4462",2022,"HG","2",29,"40","Hemiptera","Lygaeidae"
"4463",2022,"HG","2",29,"41","Hemiptera","Lygaeidae"
"4464",2022,"HG","2",29,"42","Hemiptera","Lygaeidae"
"4465",2022,"HG","2",29,"43","Hemiptera","Lygaeidae"
"4466",2022,"HG","2",29,"44","Hemiptera","Lygaeidae"
"4467",2022,"HG","2",29,"45","Hemiptera","Lygaeidae"
"4468",2022,"HG","2",29,"46","Hemiptera","Lygaeidae"
"4469",2022,"HG","2",29,"47","Hemiptera","Lygaeidae"
"4470",2022,"HG","2",29,"48","Hemiptera","Lygaeidae"
"4471",2022,"HG","2",29,"49","Hemiptera","Lygaeidae"
"4472",2022,"HG","2",29,"50","Hemiptera","Lygaeidae"
"4473",2022,"HG","2",29,"51","Hemiptera","Lygaeidae"
"4474",2022,"HG","2",29,"52","Hemiptera","Lygaeidae"
"4475",2022,"HG","2",29,"53","Hemiptera","Lygaeidae"
"4476",2022,"HG","2",29,"54","Hemiptera","Lygaeidae"
"4477",2022,"HG","2",29,"55","Hemiptera","Lygaeidae"
"4478",2022,"HG","2",29,"56","Hemiptera","Lygaeidae"
"4479",2022,"HG","2",29,"57","Hemiptera","Lygaeidae"
"4480",2022,"HG","2",29,"58","Hemiptera","Lygaeidae"
"4481",2022,"HG","2",29,"59","Hemiptera","Lygaeidae"
"4482",2022,"HG","2",29,"60","Hemiptera","Lygaeidae"
"4483",2022,"HG","2",29,"61","Hemiptera","Lygaeidae"
"4484",2022,"HG","2",29,"62","Hemiptera","Lygaeidae"
"4485",2022,"HG","2",29,"63","Hemiptera","Lygaeidae"
"4486",2022,"HG","2",29,"64","Hemiptera","Lygaeidae"
"4487",2022,"HG","2",29,"65","Hemiptera","Lygaeidae"
"4488",2022,"HG","2",29,"66","Hemiptera","Lygaeidae"
"4489",2022,"HG","2",29,"67","Hemiptera","Lygaeidae"
"4490",2022,"HG","2",29,"68","Hemiptera","Lygaeidae"
"4491",2022,"HG","2",29,"69","Hemiptera","Lygaeidae"
"4492",2022,"HG","2",29,"70","Hemiptera","Lygaeidae"
"4493",2022,"HG","2",29,"71","Hemiptera","Lygaeidae"
"4494",2022,"HG","2",29,"72","Hemiptera","Lygaeidae"
"4495",2022,"HG","2",29,"73","Hemiptera","Lygaeidae"
"4496",2022,"HG","2",29,"74","Hemiptera","Lygaeidae"
"4497",2022,"HG","2",29,"75","Hemiptera","Lygaeidae"
"4498",2022,"HG","2",29,"76","Hemiptera","Lygaeidae"
"4499",2022,"HG","2",29,"77","Hemiptera","Lygaeidae"
"4500",2022,"HG","2",29,"78","Hemiptera","Lygaeidae"
"4501",2022,"HG","2",29,"79","Thysanoptera","Thripidae"
"4502",2022,"HG","2",29,"80","Hymenoptera","Formicidae"
"4503",2022,"HG","2",29,"81","Hymenoptera","Platygastridae"
"4504",2022,"HG","2",29,"82","Hymenoptera","Ichneumonidae"
"4505",2022,"HG","2",29,"83","Hymenoptera","Platygastridae"
"4506",2022,"HG","2",29,"84","Diptera","Chironomidae"
"4507",2022,"NG","2",20,"1","Orthoptera","Acrididae"
"4508",2022,"NG","2",20,"2","Orthoptera","Acrididae"
"4509",2022,"NG","2",20,"3","Orthoptera","Acrididae"
"4510",2022,"NG","2",20,"4","Hymenoptera","Formicidae"
"4511",2022,"NG","2",20,"5","Hymenoptera","Formicidae"
"4512",2022,"NG","2",20,"6","Diptera","Muscidae"
"4513",2022,"NG","2",20,"7","Diptera","Agromyzidae"
"4514",2022,"NG","2",20,"8","Diptera","Agromyzidae"
"4515",2022,"NG","2",20,"9","Diptera","Chironomidae"
"4516",2022,"NG","2",20,"10","Coleoptera","Scarabaeidae"
"4517",2022,"NG","2",20,"11","Coleoptera","Latridiidae"
"4518",2022,"NG","2",20,"12","Coleoptera","Chrysomelidae"
"4519",2022,"NG","2",20,"13","Hymenoptera","Formicidae"
"4520",2022,"NG","2",20,"14","Hymenoptera","Formicidae"
"4521",2022,"NG","2",20,"15","Hemiptera","Lygaeidae"
"4522",2022,"NG","2",20,"16","Hemiptera","Lygaeidae"
"4523",2022,"NG","2",20,"17","Hemiptera","Lygaeidae"
"4524",2022,"NG","2",20,"18","Hemiptera","Lygaeidae"
"4525",2022,"NG","2",20,"19","Hemiptera","Lygaeidae"
"4526",2022,"NG","2",20,"20","Hemiptera","Lygaeidae"
"4527",2022,"NG","2",20,"21","Hemiptera","Lygaeidae"
"4528",2022,"NG","2",20,"22","Hemiptera","Lygaeidae"
"4529",2022,"NG","2",20,"23","Hemiptera","Lygaeidae"
"4530",2022,"NG","2",20,"24","Hemiptera","Lygaeidae"
"4531",2022,"NG","2",20,"25","Hemiptera","Lygaeidae"
"4532",2022,"NG","2",20,"26","Hemiptera","Lygaeidae"
"4533",2022,"NG","2",20,"27","Hemiptera","Lygaeidae"
"4534",2022,"NG","2",20,"28","Hemiptera","Lygaeidae"
"4535",2022,"NG","2",20,"29","Hemiptera","Lygaeidae"
"4536",2022,"NG","2",20,"30","Hemiptera","Lygaeidae"
"4537",2022,"NG","2",20,"31","Hemiptera","Lygaeidae"
"4538",2022,"NG","2",20,"32","Hemiptera","Lygaeidae"
"4539",2022,"NG","2",20,"33","Hemiptera","Lygaeidae"
"4540",2022,"NG","2",20,"34","Hemiptera","Lygaeidae"
"4541",2022,"NG","2",20,"35","Hemiptera","Lygaeidae"
"4542",2022,"NG","2",20,"36","Hemiptera","Lygaeidae"
"4543",2022,"NG","2",20,"37","Hemiptera","Lygaeidae"
"4544",2022,"NG","2",20,"38","Hemiptera","Lygaeidae"
"4545",2022,"NG","2",20,"39","Hemiptera","Lygaeidae"
"4546",2022,"NG","2",20,"40","Hemiptera","Lygaeidae"
"4547",2022,"NG","2",20,"41","Hemiptera","Lygaeidae"
"4548",2022,"NG","2",20,"42","Hemiptera","Lygaeidae"
"4549",2022,"NG","2",20,"43","Hemiptera","Lygaeidae"
"4550",2022,"NG","2",20,"44","Hemiptera","Lygaeidae"
"4551",2022,"NG","2",20,"45","Hemiptera","Lygaeidae"
"4552",2022,"NG","2",20,"46","Hemiptera","Lygaeidae"
"4553",2022,"NG","2",20,"47","Hemiptera","Lygaeidae"
"4554",2022,"NG","2",20,"48","Hemiptera","Lygaeidae"
"4555",2022,"NG","2",20,"49","Hemiptera","Lygaeidae"
"4556",2022,"NG","2",20,"50","Hemiptera","Lygaeidae"
"4557",2022,"NG","2",20,"51","Hemiptera","Lygaeidae"
"4558",2022,"NG","2",20,"52","Hemiptera","Lygaeidae"
"4559",2022,"NG","2",20,"53","Hemiptera","Lygaeidae"
"4560",2022,"NG","2",20,"54","Hemiptera","Lygaeidae"
"4561",2022,"NG","2",20,"55","Hemiptera","Lygaeidae"
"4562",2022,"NG","2",20,"56","Hemiptera","Lygaeidae"
"4563",2022,"NG","2",20,"57","Hemiptera","Lygaeidae"
"4564",2022,"NG","2",20,"58","Hemiptera","Lygaeidae"
"4565",2022,"NG","2",20,"59","Hemiptera","Lygaeidae"
"4566",2022,"NG","2",20,"60","Hemiptera","Lygaeidae"
"4567",2022,"NG","2",20,"61","Hemiptera","Lygaeidae"
"4568",2022,"NG","2",20,"62","Hemiptera","Lygaeidae"
"4569",2022,"NG","2",20,"63","Hemiptera","Lygaeidae"
"4570",2022,"NG","2",20,"64","Hemiptera","Lygaeidae"
"4571",2022,"NG","2",20,"65","Hemiptera","Lygaeidae"
"4572",2022,"NG","2",20,"66","Hemiptera","Lygaeidae"
"4573",2022,"NG","2",20,"67","Hemiptera","Lygaeidae"
"4574",2022,"NG","2",20,"68","Hemiptera","Lygaeidae"
"4575",2022,"NG","2",20,"69","Hemiptera","Lygaeidae"
"4576",2022,"NG","2",20,"70","Hemiptera","Lygaeidae"
"4577",2022,"NG","2",20,"71","Hemiptera","Lygaeidae"
"4578",2022,"NG","2",20,"72","Hemiptera","Lygaeidae"
"4579",2022,"NG","2",20,"73","Hemiptera","Lygaeidae"
"4580",2022,"NG","2",20,"74","Hemiptera","Lygaeidae"
"4581",2022,"NG","2",20,"75","Hemiptera","Lygaeidae"
"4582",2022,"NG","2",20,"76","Hemiptera","Lygaeidae"
"4583",2022,"NG","2",20,"77","Hemiptera","Lygaeidae"
"4584",2022,"NG","2",20,"78","Hemiptera","Lygaeidae"
"4585",2022,"NG","2",20,"79","Hemiptera","Lygaeidae"
"4586",2022,"NG","2",20,"80","Hemiptera","Lygaeidae"
"4587",2022,"NG","2",20,"81","Hemiptera","Lygaeidae"
"4588",2022,"NG","2",20,"82","Hemiptera","Lygaeidae"
"4589",2022,"NG","2",20,"83","Hemiptera","Lygaeidae"
"4590",2022,"NG","2",20,"84","Hemiptera","Lygaeidae"
"4591",2022,"NG","2",20,"85","Hemiptera","Lygaeidae"
"4592",2022,"NG","2",20,"86","Hemiptera","Lygaeidae"
"4593",2022,"NG","2",20,"87","Hemiptera","Lygaeidae"
"4594",2022,"NG","2",20,"88","Hemiptera","Lygaeidae"
"4595",2022,"NG","2",20,"89","Hemiptera","Lygaeidae"
"4596",2022,"NG","2",20,"90","Hemiptera","Lygaeidae"
"4597",2022,"NG","2",20,"91","Hemiptera","Lygaeidae"
"4598",2022,"NG","2",20,"92","Hemiptera","Lygaeidae"
"4599",2022,"NG","2",20,"93","Hemiptera","Lygaeidae"
"4600",2022,"NG","2",20,"94","Hemiptera","Lygaeidae"
"4601",2022,"NG","2",20,"95","Hemiptera","Lygaeidae"
"4602",2022,"NG","2",20,"96","Hemiptera","Lygaeidae"
"4603",2022,"NG","2",20,"97","Hemiptera","Lygaeidae"
"4604",2022,"NG","2",20,"98","Hemiptera","Lygaeidae"
"4605",2022,"NG","2",20,"99","Hemiptera","Lygaeidae"
"4606",2022,"NG","2",20,"100","Hemiptera","Lygaeidae"
"4607",2022,"NG","2",20,"101","Hemiptera","Lygaeidae"
"4608",2022,"NG","2",20,"102","Hemiptera","Lygaeidae"
"4609",2022,"NG","2",20,"103","Hemiptera","Lygaeidae"
"4610",2022,"NG","2",20,"104","Hemiptera","Lygaeidae"
"4611",2022,"NG","2",20,"105","Hemiptera","Lygaeidae"
"4612",2022,"NG","2",20,"106","Hemiptera","Lygaeidae"
"4613",2022,"NG","2",20,"107","Hemiptera","Lygaeidae"
"4614",2022,"NG","2",20,"108","Hemiptera","Lygaeidae"
"4615",2022,"NG","2",20,"109","Hemiptera","Lygaeidae"
"4616",2022,"NG","2",20,"110","Hemiptera","Lygaeidae"
"4617",2022,"NG","2",20,"111","Hemiptera","Lygaeidae"
"4618",2022,"NG","2",20,"112","Hemiptera","Lygaeidae"
"4619",2022,"NG","2",20,"113","Hemiptera","Lygaeidae"
"4620",2022,"NG","2",20,"114","Hemiptera","Lygaeidae"
"4621",2022,"NG","2",20,"115","Hemiptera","Lygaeidae"
"4622",2022,"NG","2",20,"116","Hemiptera","Lygaeidae"
"4623",2022,"NG","2",20,"117","Hemiptera","Lygaeidae"
"4624",2022,"NG","2",20,"118","Hemiptera","Lygaeidae"
"4625",2022,"NG","2",20,"119","Hemiptera","Lygaeidae"
"4626",2022,"NG","2",20,"120","Hemiptera","Lygaeidae"
"4627",2022,"NG","2",20,"121","Hemiptera","Lygaeidae"
"4628",2022,"NG","2",20,"122","Hemiptera","Lygaeidae"
"4629",2022,"NG","2",20,"123","Hemiptera","Lygaeidae"
"4630",2022,"NG","2",20,"124","Hemiptera","Lygaeidae"
"4631",2022,"NG","2",20,"125","Hemiptera","Lygaeidae"
"4632",2022,"NG","2",20,"126","Hemiptera","Lygaeidae"
"4633",2022,"NG","2",20,"127","Hemiptera","Lygaeidae"
"4634",2022,"NG","2",20,"128","Hemiptera","Lygaeidae"
"4635",2022,"NG","2",20,"129","Hemiptera","Lygaeidae"
"4636",2022,"NG","2",20,"130","Hemiptera","Lygaeidae"
"4637",2022,"NG","2",20,"131","Hemiptera","Lygaeidae"
"4638",2022,"NG","2",20,"132","Hemiptera","Lygaeidae"
"4639",2022,"NG","2",20,"133","Hemiptera","Lygaeidae"
"4640",2022,"NG","2",20,"134","Hemiptera","Lygaeidae"
"4641",2022,"NG","2",20,"135","Hemiptera","Lygaeidae"
"4642",2022,"NG","2",20,"136","Hemiptera","Lygaeidae"
"4643",2022,"NG","2",20,"137","Hemiptera","Lygaeidae"
"4644",2022,"NG","2",20,"138","Hemiptera","Lygaeidae"
"4645",2022,"NG","2",20,"139","Hemiptera","Lygaeidae"
"4646",2022,"NG","2",20,"140","Hemiptera","Lygaeidae"
"4647",2022,"NG","2",20,"141","Hemiptera","Lygaeidae"
"4648",2022,"NG","2",20,"142","Hemiptera","Lygaeidae"
"4649",2022,"NG","2",20,"143","Hemiptera","Lygaeidae"
"4650",2022,"NG","2",20,"144","Hemiptera","Lygaeidae"
"4651",2022,"NG","2",20,"145","Hemiptera","Lygaeidae"
"4652",2022,"NG","2",20,"146","Hemiptera","Lygaeidae"
"4653",2022,"NG","2",20,"147","Hemiptera","Lygaeidae"
"4654",2022,"NG","2",20,"148","Hemiptera","Lygaeidae"
"4655",2022,"NG","2",20,"149","Hemiptera","Lygaeidae"
"4656",2022,"NG","2",20,"150","Hemiptera","Lygaeidae"
"4657",2022,"NG","2",20,"151","Hemiptera","Lygaeidae"
"4658",2022,"NG","2",20,"152","Hemiptera","Lygaeidae"
"4659",2022,"NG","2",20,"153","Hemiptera","Lygaeidae"
"4660",2022,"NG","2",20,"154","Hemiptera","Lygaeidae"
"4661",2022,"NG","2",20,"155","Hemiptera","Lygaeidae"
"4662",2022,"NG","2",20,"156","Hemiptera","Lygaeidae"
"4663",2022,"NG","2",20,"157","Hemiptera","Lygaeidae"
"4664",2022,"NG","2",20,"158","Hemiptera","Lygaeidae"
"4665",2022,"NG","2",20,"159","Hemiptera","Lygaeidae"
"4666",2022,"NG","2",20,"160","Hemiptera","Lygaeidae"
"4667",2022,"NG","2",20,"161","Hemiptera","Lygaeidae"
"4668",2022,"NG","2",20,"162","Hemiptera","Lygaeidae"
"4669",2022,"NG","2",20,"163","Hemiptera","Lygaeidae"
"4670",2022,"NG","2",20,"164","Hemiptera","Lygaeidae"
"4671",2022,"NG","2",20,"165","Hemiptera","Lygaeidae"
"4672",2022,"NG","2",20,"166","Hemiptera","Lygaeidae"
"4673",2022,"NG","2",20,"167","Hemiptera","Lygaeidae"
"4674",2022,"NG","2",20,"168","Hemiptera","Lygaeidae"
"4675",2022,"NG","2",20,"169","Hemiptera","Lygaeidae"
"4676",2022,"NG","2",20,"170","Hemiptera","Lygaeidae"
"4677",2022,"NG","2",20,"171","Hemiptera","Lygaeidae"
"4678",2022,"NG","2",20,"172","Hemiptera","Lygaeidae"
"4679",2022,"NG","2",20,"173","Hemiptera","Lygaeidae"
"4680",2022,"NG","2",20,"174","Hemiptera","Lygaeidae"
"4681",2022,"NG","2",20,"175","Hemiptera","Lygaeidae"
"4682",2022,"NG","2",20,"176","Hemiptera","Lygaeidae"
"4683",2022,"NG","2",20,"177","Hemiptera","Lygaeidae"
"4684",2022,"NG","2",20,"178","Hemiptera","Lygaeidae"
"4685",2022,"NG","2",20,"179","Hemiptera","Lygaeidae"
"4686",2022,"NG","2",20,"180","Hemiptera","Lygaeidae"
"4687",2022,"NG","2",20,"181","Hemiptera","Lygaeidae"
"4688",2022,"NG","2",20,"182","Hemiptera","Lygaeidae"
"4689",2022,"NG","2",20,"183","Hemiptera","Lygaeidae"
"4690",2022,"NG","2",20,"184","Hemiptera","Lygaeidae"
"4691",2022,"NG","2",20,"185","Hemiptera","Lygaeidae"
"4692",2022,"NG","2",20,"186","Hemiptera","Lygaeidae"
"4693",2022,"NG","2",20,"187","Hemiptera","Lygaeidae"
"4694",2022,"NG","2",20,"188","Hemiptera","Lygaeidae"
"4695",2022,"NG","2",20,"189","Hemiptera","Lygaeidae"
"4696",2022,"NG","2",20,"190","Hemiptera","Lygaeidae"
"4697",2022,"NG","2",20,"191","Hemiptera","Lygaeidae"
"4698",2022,"NG","2",20,"192","Hemiptera","Lygaeidae"
"4699",2022,"NG","2",20,"193","Hemiptera","Lygaeidae"
"4700",2022,"NG","2",20,"194","Hemiptera","Lygaeidae"
"4701",2022,"NG","2",20,"195","Hemiptera","Lygaeidae"
"4702",2022,"NG","2",20,"196","Hemiptera","Lygaeidae"
"4703",2022,"NG","2",20,"197","Hemiptera","Lygaeidae"
"4704",2022,"NG","2",20,"198","Hemiptera","Lygaeidae"
"4705",2022,"NG","2",20,"199","Hemiptera","Lygaeidae"
"4706",2022,"NG","2",20,"200","Hemiptera","Lygaeidae"
"4707",2022,"NG","2",20,"201","Hemiptera","Lygaeidae"
"4708",2022,"NG","2",20,"202","Hemiptera","Lygaeidae"
"4709",2022,"NG","2",20,"203","Hemiptera","Lygaeidae"
"4710",2022,"NG","2",20,"204","Hemiptera","Lygaeidae"
"4711",2022,"NG","2",20,"205","Hemiptera","Lygaeidae"
"4712",2022,"NG","2",20,"206","Hemiptera","Lygaeidae"
"4713",2022,"NG","2",20,"207","Hemiptera","Lygaeidae"
"4714",2022,"NG","2",20,"208","Hemiptera","Lygaeidae"
"4715",2022,"NG","2",20,"209","Hemiptera","Lygaeidae"
"4716",2022,"NG","2",20,"210","Hemiptera","Lygaeidae"
"4717",2022,"NG","2",20,"211","Hemiptera","Lygaeidae"
"4718",2022,"NG","2",20,"212","Hemiptera","Lygaeidae"
"4719",2022,"NG","2",20,"213","Hemiptera","Lygaeidae"
"4720",2022,"NG","2",20,"214","Hemiptera","Lygaeidae"
"4721",2022,"NG","2",20,"215","Hemiptera","Lygaeidae"
"4722",2022,"NG","2",20,"216","Hemiptera","Lygaeidae"
"4723",2022,"NG","2",20,"217","Hemiptera","Lygaeidae"
"4724",2022,"NG","2",20,"218","Hemiptera","Lygaeidae"
"4725",2022,"NG","2",20,"219","Hemiptera","Lygaeidae"
"4726",2022,"NG","2",20,"220","Hemiptera","Lygaeidae"
"4727",2022,"NG","2",20,"221","Hemiptera","Lygaeidae"
"4728",2022,"NG","2",20,"222","Hemiptera","Lygaeidae"
"4729",2022,"NG","2",20,"223","Hemiptera","Lygaeidae"
"4730",2022,"NG","2",20,"224","Hemiptera","Lygaeidae"
"4731",2022,"NG","2",20,"225","Hemiptera","Lygaeidae"
"4732",2022,"NG","2",20,"226","Hemiptera","Lygaeidae"
"4733",2022,"NG","2",20,"227","Hemiptera","Lygaeidae"
"4734",2022,"NG","2",20,"228","Hemiptera","Lygaeidae"
"4735",2022,"NG","2",20,"229","Hemiptera","Lygaeidae"
"4736",2022,"NG","2",20,"230","Hemiptera","Lygaeidae"
"4737",2022,"NG","2",20,"231","Hemiptera","Lygaeidae"
"4738",2022,"NG","2",20,"232","Hemiptera","Lygaeidae"
"4739",2022,"NG","2",20,"233","Hemiptera","Lygaeidae"
"4740",2022,"NG","2",20,"234","Hemiptera","Lygaeidae"
"4741",2022,"NG","2",20,"235","Hemiptera","Lygaeidae"
"4742",2022,"NG","2",20,"236","Hemiptera","Lygaeidae"
"4743",2022,"NG","2",20,"237","Hemiptera","Lygaeidae"
"4744",2022,"NG","2",20,"238","Hemiptera","Lygaeidae"
"4745",2022,"NG","2",20,"239","Hemiptera","Lygaeidae"
"4746",2022,"NG","2",20,"240","Hemiptera","Lygaeidae"
"4747",2022,"NG","2",20,"241","Hemiptera","Lygaeidae"
"4748",2022,"NG","2",20,"242","Hemiptera","Lygaeidae"
"4749",2022,"NG","2",20,"243","Hemiptera","Lygaeidae"
"4750",2022,"NG","2",20,"244","Hemiptera","Lygaeidae"
"4751",2022,"NG","2",20,"245","Hemiptera","Lygaeidae"
"4752",2022,"NG","2",20,"246","Hemiptera","Lygaeidae"
"4753",2022,"NG","2",20,"247","Hemiptera","Lygaeidae"
"4754",2022,"NG","2",20,"248","Hemiptera","Lygaeidae"
"4755",2022,"NG","2",20,"249","Hemiptera","Lygaeidae"
"4756",2022,"NG","2",20,"250","Hemiptera","Lygaeidae"
"4757",2022,"NG","2",20,"251","Hemiptera","Lygaeidae"
"4758",2022,"NG","2",20,"252","Hemiptera","Lygaeidae"
"4759",2022,"NG","2",20,"253","Hemiptera","Lygaeidae"
"4760",2022,"NG","2",20,"254","Hemiptera","Lygaeidae"
"4761",2022,"NG","2",20,"255","Hemiptera","Lygaeidae"
"4762",2022,"NG","2",20,"256","Hemiptera","Lygaeidae"
"4763",2022,"NG","2",20,"257","Hemiptera","Lygaeidae"
"4764",2022,"NG","2",20,"258","Hemiptera","Lygaeidae"
"4765",2022,"NG","2",20,"259","Hemiptera","Lygaeidae"
"4766",2022,"NG","2",20,"260","Hemiptera","Lygaeidae"
"4767",2022,"NG","2",20,"261","Hemiptera","Lygaeidae"
"4768",2022,"NG","2",20,"262","Hemiptera","Lygaeidae"
"4769",2022,"NG","2",20,"263","Hemiptera","Lygaeidae"
"4770",2022,"NG","2",20,"264","Hemiptera","Lygaeidae"
"4771",2022,"NG","2",20,"265","Hemiptera","Lygaeidae"
"4772",2022,"NG","2",20,"266","Hemiptera","Lygaeidae"
"4773",2022,"NG","2",20,"267","Hemiptera","Lygaeidae"
"4774",2022,"NG","2",20,"268","Hemiptera","Lygaeidae"
"4775",2022,"NG","2",20,"269","Hemiptera","Lygaeidae"
"4776",2022,"NG","2",20,"270","Hemiptera","Lygaeidae"
"4777",2022,"NG","2",20,"271","Hemiptera","Lygaeidae"
"4778",2022,"NG","2",20,"272","Hemiptera","Lygaeidae"
"4779",2022,"NG","2",20,"273","Hemiptera","Lygaeidae"
"4780",2022,"NG","2",20,"274","Hemiptera","Lygaeidae"
"4781",2022,"NG","2",20,"275","Hemiptera","Lygaeidae"
"4782",2022,"NG","2",20,"276","Hemiptera","Lygaeidae"
"4783",2022,"NG","2",20,"277","Hemiptera","Lygaeidae"
"4784",2022,"NG","2",20,"278","Hemiptera","Lygaeidae"
"4785",2022,"NG","2",20,"279","Hemiptera","Lygaeidae"
"4786",2022,"NG","2",20,"280","Hemiptera","Lygaeidae"
"4787",2022,"NG","2",20,"281","Hemiptera","Lygaeidae"
"4788",2022,"NG","2",20,"282","Hemiptera","Lygaeidae"
"4789",2022,"NG","2",20,"283","Hemiptera","Lygaeidae"
"4790",2022,"NG","2",20,"284","Hemiptera","Lygaeidae"
"4791",2022,"NG","2",20,"285","Hemiptera","Lygaeidae"
"4792",2022,"NG","2",20,"286","Hemiptera","Lygaeidae"
"4793",2022,"NG","2",20,"287","Hemiptera","Lygaeidae"
"4794",2022,"NG","2",20,"288","Hemiptera","Lygaeidae"
"4795",2022,"NG","2",20,"289","Hemiptera","Lygaeidae"
"4796",2022,"NG","2",20,"290","Hemiptera","Lygaeidae"
"4797",2022,"NG","2",20,"291","Hemiptera","Lygaeidae"
"4798",2022,"NG","2",20,"292","Hemiptera","Lygaeidae"
"4799",2022,"NG","2",20,"293","Hemiptera","Lygaeidae"
"4800",2022,"NG","2",20,"294","Hemiptera","Lygaeidae"
"4801",2022,"NG","2",20,"295","Hemiptera","Lygaeidae"
"4802",2022,"NG","2",20,"296","Hemiptera","Lygaeidae"
"4803",2022,"NG","2",20,"297","Hemiptera","Lygaeidae"
"4804",2022,"NG","2",20,"298","Hemiptera","Lygaeidae"
"4805",2022,"NG","2",20,"299","Hemiptera","Lygaeidae"
"4806",2022,"NG","2",20,"300","Hemiptera","Lygaeidae"
"4807",2022,"NG","2",20,"301","Hemiptera","Lygaeidae"
