Year,Grazing_Treatment,Block,Plot,Original_Plot,Sample,Class,Order,Family,Genus,Species,Notes,IDer,Date
2020,LG,B3,40,5,8,Insecta,Hemiptera,Pentatomidae,NA,NA,,WM,5/19/21
2020,LG,B3,40,5,9,Insecta,Coleoptera,Chrysomelidae,NA,NA,,WM,5/19/21
2020,LG,B3,40,5,10,Insecta,Coleoptera,Latridiidae,NA,NA,,WM,5/19/21
2020,LG,B3,40,5,NA,Insecta,NA,NA,NA,NA,Body Parts,WM,5/19/21
2020,HG,B3,41,1,1,Insecta,Hymenoptera,Formicidae,NA,NA,,TB,2/9/21
2020,HG,B3,41,1,2,Insecta,Hymenoptera,Formicidae,NA,NA,,TB,2/9/21
2020,HG,B3,41,1,3,Insecta,Hymenoptera,Platygastridae,NA,NA,,TB,2/9/21
2020,HG,B3,41,1,4,Insecta,Hemiptera,Cicadellidae,NA,NA,,TB,2/9/21
2020,HG,B3,41,1,5,Insecta,Hemiptera,Cicadellidae,NA,NA,,TB,2/9/21
2020,HG,B3,41,1,6,Insecta,Hemiptera,Scutelleridae,NA,NA,,TB,2/9/21
2020,HG,B3,41,1,7,Insecta,Coleoptera,Chrysomelidae,NA,NA,,TB,2/9/21
2020,HG,B3,41,1,8,Insecta,Coleoptera,Latridiidae,NA,NA,,TB,2/9/21
2020,HG,B3,41,1,9,Insecta,Orthoptera,Acrididae,Melanoplus,confusus,,TB,2/9/21
2020,HG,B3,41,1,10,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,TB,2/9/21
2020,HG,B3,41,1,11,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,TB,2/9/21
2020,HG,B3,41,1,12,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,TB,2/9/21
2020,HG,B3,41,1,13,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,TB,2/9/21
2020,HG,B3,41,1,14,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,TB,2/9/21
2020,HG,B3,41,1,15,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,TB,2/9/21
2020,HG,B3,41,1,16,Insecta,Orthoptera,Acrididae,Ageneotettix,deorum,,TB,2/9/21
2020,HG,B3,42,2,1,Insecta,Coleoptera,Chrysomelidae,NA,NA,,TB,2/9/21
2020,HG,B3,42,2,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinpes,,TB,2/9/21
2020,HG,B3,42,2,3,NA,NA,NA,NA,NA,,TB,2/9/21
2020,HG,B3,42,2,3,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,TB,3/2/21
2020,HG,B3,42,2,4,Insecta,Orthoptera,Acrididae,Melanoplus,gladstoni,,TB,3/2/21
2020,HG,B3,42,2,5,Insecta,Orthoptera,Acrididae,Melanoplus,gladstoni,,TB,3/2/21
2020,HG,B3,42,2,6,Insecta,Orthoptera,Acrididae,Agneotettix,deorum,,TB,3/2/21
2020,HG,B3,42,2,7,Insecta,Hemiptera,Cicadellidae,NA,NA,,TB,3/2/21
2020,HG,B3,43,3,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/9/21
2020,HG,B1,13,3,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/20/21
2020,HG,B3,43,3,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/9/21
2020,HG,B1,13,3,2,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,WM,5/20/21
2020,HG,B3,43,3,3,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,KW,3/9/21
2020,HG,B1,13,3,3,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,WM,5/20/21
2020,HG,B3,43,3,4,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/9/21
2020,HG,B1,13,3,4,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,WM,5/20/21
2020,HG,B3,43,3,5,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/9/21
2020,HG,B1,13,3,5,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/20/21
2020,HG,B3,43,3,6,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/9/21
2020,HG,B1,13,3,6,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/20/21
2020,HG,B3,43,3,7,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,KW,3/9/21
2020,HG,B1,13,3,7,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,5/20/21
2020,HG,B3,43,3,8,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,HG,B1,13,3,8,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,,WM,5/20/21
2020,HG,B3,43,3,9,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,HG,B1,13,3,9,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,WM,5/20/21
2020,HG,B3,43,3,10,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,HG,B1,13,3,10,Insecta,Orthoptera,Acrididae,Melanoplus,keeleri,,WM,5/20/21
2020,HG,B3,43,3,11,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,HG,B1,13,3,11,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,early instar,WM,5/20/21
2020,HG,B3,43,3,12,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/9/21
2020,HG,B1,13,3,12,Insecta,Orthoptera,Acrididae,Agneotettix,deorum,,WM,5/20/21
2020,HG,B3,43,3,13,Insecta,Hymenoptera,Formicidae,NA,NA,,KW,3/9/21
2020,HG,B1,13,3,13,Insecta,Orthoptera,Acrididae,Phoetaliotes,nebrascensis,crispy,WM,5/20/21
2020,HG,B3,43,3,14,Insecta,Hymenoptera,Platygastridae,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,15,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,16,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,17,Insecta,Coleoptera,Latridiidae,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,18,Insecta,Coleoptera,Tenebrionidae,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,19,Insecta,Coleoptera,Latridiidae,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,20,Insecta,Coleoptera,Tenebrionidae,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,21,Insecta,Hemiptera,Scutelleridae,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,22,Insecta,Hemiptera,Scutelleridae,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,23,Insecta,Hemiptera,Scutelleridae,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,24,Arachnida,Araneae,Salticide,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,25,Arachnida,Araneae,Salticide,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,26,Insecta,Diptera,Agromyzidae,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,27,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KW,3/9/21
2020,HG,B3,43,3,28,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/9/21
2020,HG,B3,43,3,29,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/9/21
2020,HG,B3,43,3,30,Insecta,Hemiptera,Lygaeidae,NA,NA,,KW,3/9/21
2020,HG,B1,13,3,14,Insecta,Hemiptera,Cicadellidae,NA,NA,,WM,5/20/21
2020,HG,B1,13,3,15,Insecta,Hemiptera,Scutelleridae,NA,NA,,WM,5/20/21
2020,HG,B1,13,3,16,Insecta,Hemiptera,Pentatomidae,NA,NA,,WM,5/20/21
2020,HG,B1,13,3,17,Arachnida,Araneae,Thomisidae,NA,NA,,WM,5/20/21
2020,HG,B1,13,3,18,Arachnida,Araneae,Salticide,NA,NA,,WM,5/20/21
2020,HG,B1,13,3,19,Insecta,Coleoptera,Tenebrionidae,NA,NA,,WM,5/20/21
2020,HG,B1,13,3,20,Insecta,Coleoptera,Chrysomelidae,NA,NA,,WM,5/20/21
2020,HG,B1,13,3,NA,NA,NA,NA,NA,NA,Body Parts,WM,5/20/21
2020,HG,B3,44,4,70,Insecta,Hymenoptera,Formicidae,NA,NA,,JB,3/17/21
2020,HG,B3,44,4,71,NA,NA,NA,NA,NA,,JB,3/17/21
2020,HG,B3,44,4,72,Insecta,Coleoptera,Chrysomelidae,NA,NA,,JB,3/17/21
2020,HG,B3,45,5,1,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/16/21
2020,HG,B3,45,5,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/16/21
2020,HG,B3,45,5,3,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/16/21
2020,HG,B3,45,5,4,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/16/21
2020,HG,B3,45,5,5,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/16/21
2020,HG,B3,45,5,6,Insecta,Orthoptera,Acrididae,Melanoplus,angustipennis,,KW,3/16/21
2020,HG,B3,45,5,7,Insecta,Orthoptera,Acrididae,Melanoplus,bruneri,,KW,3/16/21
2020,HG,B3,45,5,8,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/16/21
2020,HG,B3,45,5,9,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,KW,3/16/21
2020,HG,B3,45,5,10,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KW,3/16/21
2020,HG,B3,45,5,11,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KW,3/16/21
2020,HG,B3,45,5,12,Insecta,Coleoptera,Latridiidae,NA,NA,,KW,3/16/21
2020,HG,B3,45,5,13,Insecta,Coleoptera,Latridiidae,NA,NA,,KW,3/16/21
2020,HG,B3,45,5,14,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KW,3/16/21
2020,HG,B3,45,5,15,Insecta,Coleoptera,Chrysomelidae,NA,NA,,KW,3/16/21
2020,HG,B3,45,5,16,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/16/21
2020,HG,B3,45,5,17,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/16/21
2020,HG,B3,45,5,18,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/16/21
2020,HG,B3,45,5,19,Insecta,Hemiptera,Cicadellidae,NA,NA,half,KW,3/16/21
2020,HG,B3,45,5,20,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,3/16/21
2020,HG,B3,45,5,21,Insecta,Hymenoptera,Platygastridae,NA,NA,,KW,3/16/21
2020,HG,B3,45,5,22,Insecta,Hemiptera,Cicadellidae,NA,NA,,KW,4/6/21
2020,HG,B3,45,5,23,Insecta,Hymenoptera,Platygastridae,NA,NA,,KW,4/6/21
2020,HG,B3,45,5,24,Arachnida,Araneae,Salticide,NA,NA,,KW,4/6/21
2020,HG,B1,11,1,2,Insecta,Orthoptera,Acrididae,Melanoplus,sanguinipes,,WM,1/27/21
